,datetime,price
1739,2022-01-07-17:05,171.95
1740,2022-01-07-17:00,172.0
1741,2022-01-07-16:55,171.94
1742,2022-01-07-16:50,171.95
1743,2022-01-07-16:45,171.96
1744,2022-01-07-16:40,172.01
1745,2022-01-07-16:35,172.03
1746,2022-01-07-16:30,172.0
1747,2022-01-07-16:25,172.03
1748,2022-01-07-16:20,172.06
1749,2022-01-07-16:15,172.06
1750,2022-01-07-16:10,172.15
1751,2022-01-07-16:05,172.12
1752,2022-01-07-16:00,172.22
1753,2022-01-07-15:55,172.26
1754,2022-01-07-15:50,173.1
1755,2022-01-07-15:45,172.78
1756,2022-01-07-15:40,173.075
1757,2022-01-07-15:35,172.9999
1758,2022-01-07-15:30,173.02
1759,2022-01-07-15:25,173.265
1760,2022-01-07-15:20,173.509
1761,2022-01-07-15:15,173.04
1762,2022-01-07-15:10,173.245
1763,2022-01-07-15:05,173.19
1764,2022-01-07-15:00,173.095
1765,2022-01-07-14:55,172.975
1766,2022-01-07-14:50,172.73
1767,2022-01-07-14:45,172.48
1768,2022-01-07-14:40,172.41
1769,2022-01-07-14:35,172.12
1770,2022-01-07-14:30,172.13
1771,2022-01-07-14:25,172.0303
1772,2022-01-07-14:20,172.2655
1773,2022-01-07-14:15,172.27
1774,2022-01-07-14:10,172.255
1775,2022-01-07-14:05,172.275
1776,2022-01-07-14:00,172.29
1777,2022-01-07-13:55,172.2803
1778,2022-01-07-13:50,172.305
1779,2022-01-07-13:45,172.405
1780,2022-01-07-13:40,172.3312
1781,2022-01-07-13:35,172.38
1782,2022-01-07-13:30,172.17
1783,2022-01-07-13:25,172.29
1784,2022-01-07-13:20,172.385
1785,2022-01-07-13:15,172.465
1786,2022-01-07-13:10,172.34
1787,2022-01-07-13:05,172.3
1788,2022-01-07-13:00,172.2808
1789,2022-01-07-12:55,172.1517
1790,2022-01-07-12:50,172.06
1791,2022-01-07-12:45,172.126
1792,2022-01-07-12:40,171.9264
1793,2022-01-07-12:35,172.05
1794,2022-01-07-12:30,172.2
1795,2022-01-07-12:25,172.21
1796,2022-01-07-12:20,172.2703
1797,2022-01-07-12:15,172.425
1798,2022-01-07-12:10,172.4
1799,2022-01-07-12:05,172.33
1800,2022-01-07-12:00,172.52
1801,2022-01-07-11:55,172.66
1802,2022-01-07-11:50,172.285
1803,2022-01-07-11:45,171.92
1804,2022-01-07-11:40,171.805
1805,2022-01-07-11:35,171.78
1806,2022-01-07-11:30,171.78
1807,2022-01-07-11:25,171.385
1808,2022-01-07-11:20,171.2
1809,2022-01-07-11:15,171.62
1810,2022-01-07-11:10,171.495
1811,2022-01-07-11:05,171.3142
1812,2022-01-07-11:00,171.4312
1813,2022-01-07-10:55,171.36
1814,2022-01-07-10:50,171.44
1815,2022-01-07-10:45,171.68
1816,2022-01-07-10:40,171.85
1817,2022-01-07-10:35,172.305
1818,2022-01-07-10:30,172.185
1819,2022-01-07-10:25,172.21
1820,2022-01-07-10:20,172.62
1821,2022-01-07-10:15,173.285
1822,2022-01-07-10:10,172.6127
1823,2022-01-07-10:05,173.36
1824,2022-01-07-10:00,173.72
1825,2022-01-07-09:55,173.6517
1826,2022-01-07-09:50,173.42
1827,2022-01-07-09:45,173.44
1828,2022-01-07-09:40,172.22
1829,2022-01-07-09:35,172.42
1830,2022-01-07-09:30,172.9
1831,2022-01-07-09:25,172.83
1832,2022-01-07-09:20,173.1
1833,2022-01-07-09:15,172.59
1834,2022-01-07-09:10,172.42
1835,2022-01-07-09:05,172.22
1836,2022-01-07-09:00,171.61
1837,2022-01-07-08:55,171.4
1838,2022-01-07-08:50,171.88
1839,2022-01-07-08:45,171.53
1840,2022-01-07-08:40,171.35
1841,2022-01-07-08:35,172.1
1842,2022-01-07-08:30,172.39
1843,2022-01-07-08:25,172.34
1844,2022-01-07-08:20,172.35
1845,2022-01-07-08:15,172.44
1846,2022-01-07-08:10,172.53
1847,2022-01-07-08:05,172.54
1848,2022-01-07-08:00,172.42
1849,2022-01-07-07:55,172.56
1850,2022-01-07-07:50,172.67
1851,2022-01-07-07:45,172.63
1852,2022-01-07-07:40,172.58
1853,2022-01-07-07:35,172.78
1854,2022-01-07-07:30,172.83
1855,2022-01-07-07:25,172.78
1856,2022-01-07-07:20,172.94
1857,2022-01-07-07:15,172.88
1858,2022-01-07-07:10,172.92
1859,2022-01-07-07:05,173.0
1860,2022-01-07-07:00,172.82
1861,2022-01-07-06:55,172.95
1862,2022-01-07-06:50,173.14
1863,2022-01-07-06:45,173.1
1864,2022-01-07-06:40,173.0
1865,2022-01-07-06:35,173.13
1866,2022-01-07-06:30,172.94
1867,2022-01-07-06:25,172.89
1868,2022-01-07-06:20,172.79
1869,2022-01-07-06:15,172.64
1870,2022-01-07-06:10,172.64
1871,2022-01-07-06:05,172.57
1872,2022-01-07-06:00,172.71
1873,2022-01-07-05:55,172.78
1874,2022-01-07-05:50,172.72
1875,2022-01-07-05:45,172.73
1876,2022-01-07-05:40,172.75
1877,2022-01-07-05:35,172.8
1878,2022-01-07-05:30,172.7
1879,2022-01-07-05:25,172.57
1880,2022-01-07-05:20,172.47
1881,2022-01-07-05:15,172.5
1882,2022-01-07-05:10,172.43
1883,2022-01-07-05:05,172.16
1884,2022-01-07-05:00,172.22
1885,2022-01-07-04:55,172.35
1886,2022-01-07-04:50,172.43
1887,2022-01-07-04:45,172.4
1888,2022-01-07-04:40,172.3
1889,2022-01-07-04:35,172.2
1890,2022-01-07-04:30,172.09
1891,2022-01-07-04:25,171.9
1892,2022-01-07-04:20,171.69
1893,2022-01-07-04:15,171.94
1894,2022-01-07-04:10,171.69
1895,2022-01-07-04:05,171.5
1896,2022-01-06-20:00,172.9
1897,2022-01-06-19:55,172.88
1898,2022-01-06-19:50,172.8
1899,2022-01-06-19:45,172.74
1900,2022-01-06-19:40,172.74
1901,2022-01-06-19:35,172.7
1902,2022-01-06-19:30,172.67
1903,2022-01-06-19:25,172.67
1904,2022-01-06-19:20,172.66
1905,2022-01-06-19:15,172.65
1906,2022-01-06-19:10,172.65
1907,2022-01-06-19:05,172.6
1908,2022-01-06-19:00,172.6
1909,2022-01-06-18:55,172.63
1910,2022-01-06-18:50,172.53
1911,2022-01-06-18:45,172.41
1912,2022-01-06-18:40,172.4601
1913,2022-01-06-18:35,172.43
1914,2022-01-06-18:30,172.45
1915,2022-01-06-18:25,172.38
1916,2022-01-06-18:20,172.36
1917,2022-01-06-18:15,172.35
1918,2022-01-06-18:10,172.37
1919,2022-01-06-18:05,172.44
1920,2022-01-06-18:00,172.35
1921,2022-01-06-17:55,172.28
1922,2022-01-06-17:50,172.26
1923,2022-01-06-17:45,172.37
1924,2022-01-06-17:40,172.36
1925,2022-01-06-17:35,172.31
1926,2022-01-06-17:30,172.32
1927,2022-01-06-17:25,172.26
1928,2022-01-06-17:20,172.28
1929,2022-01-06-17:15,172.22
1930,2022-01-06-17:10,172.12
1931,2022-01-06-17:05,172.2
1932,2022-01-06-17:00,172.17
1933,2022-01-06-16:55,172.12
1934,2022-01-06-16:50,172.13
1935,2022-01-06-16:45,172.1
1936,2022-01-06-16:40,172.04
1937,2022-01-06-16:35,172.13
1938,2022-01-06-16:30,172.12
1939,2022-01-06-16:25,172.15
1940,2022-01-06-16:20,172.14
1941,2022-01-06-16:15,172.1
1942,2022-01-06-16:10,172.13
1943,2022-01-06-16:05,172.02
1944,2022-01-06-16:00,172.01
1945,2022-01-06-15:55,171.945
1946,2022-01-06-15:50,172.105
1947,2022-01-06-15:45,172.0576
1948,2022-01-06-15:40,172.115
1949,2022-01-06-15:35,172.326
1950,2022-01-06-15:30,172.5741
1951,2022-01-06-15:25,172.47
1952,2022-01-06-15:20,172.79
1953,2022-01-06-15:15,173.03
1954,2022-01-06-15:10,173.12
1955,2022-01-06-15:05,173.28
1956,2022-01-06-15:00,172.8985
1957,2022-01-06-14:55,172.98
1958,2022-01-06-14:50,172.98
1959,2022-01-06-14:45,172.877
1960,2022-01-06-14:40,172.9
1961,2022-01-06-14:35,172.965
1962,2022-01-06-14:30,172.97
1963,2022-01-06-14:25,172.9801
1964,2022-01-06-14:20,172.96
1965,2022-01-06-14:15,173.04
1966,2022-01-06-14:10,173.3
1967,2022-01-06-14:05,173.09
1968,2022-01-06-14:00,173.38
1969,2022-01-06-13:55,173.26
1970,2022-01-06-13:50,173.1706
1971,2022-01-06-13:45,173.1245
1972,2022-01-06-13:40,173.075
1973,2022-01-06-13:35,172.845
1974,2022-01-06-13:30,172.77
1975,2022-01-06-13:25,172.9
1976,2022-01-06-13:20,173.2
1977,2022-01-06-13:15,173.09
1978,2022-01-06-13:10,173.1117
1979,2022-01-06-13:05,173.08
1980,2022-01-06-13:00,172.89
1981,2022-01-06-12:55,172.955
1982,2022-01-06-12:50,173.2701
1983,2022-01-06-12:45,173.545
1984,2022-01-06-12:40,172.9514
1985,2022-01-06-12:35,173.01
1986,2022-01-06-12:30,173.0345
1987,2022-01-06-12:25,172.921
1988,2022-01-06-12:20,172.74
1989,2022-01-06-12:15,173.11
1990,2022-01-06-12:10,173.22
1991,2022-01-06-12:05,172.68
1992,2022-01-06-12:00,172.985
1993,2022-01-06-11:55,173.325
1994,2022-01-06-11:50,173.01
1995,2022-01-06-11:45,173.01
1996,2022-01-06-11:40,173.27
1997,2022-01-06-11:35,172.99
1998,2022-01-06-11:30,173.2
1999,2022-01-06-11:25,173.725
2000,2022-01-06-11:20,173.71
2001,2022-01-06-11:15,173.9635
2002,2022-01-06-11:10,173.32
2003,2022-01-06-11:05,173.1219
2004,2022-01-06-11:00,173.5399
2005,2022-01-06-10:55,173.239
2006,2022-01-06-10:50,173.69
2007,2022-01-06-10:45,173.5501
2008,2022-01-06-10:40,174.195
2009,2022-01-06-10:35,174.18
2010,2022-01-06-10:30,173.52
2011,2022-01-06-10:25,173.21
2012,2022-01-06-10:20,173.2599
2013,2022-01-06-10:15,172.95
2014,2022-01-06-10:10,172.7701
2015,2022-01-06-10:05,172.58
2016,2022-01-06-10:00,173.979
2017,2022-01-06-09:55,174.1812
2018,2022-01-06-09:50,174.51
2019,2022-01-06-09:45,175.21
2020,2022-01-06-09:40,174.91
2021,2022-01-06-09:35,174.2454
2022,2022-01-06-09:30,172.7
2023,2022-01-06-09:25,174.0
2024,2022-01-06-09:20,173.82
2025,2022-01-06-09:15,173.8
2026,2022-01-06-09:10,173.58
2027,2022-01-06-09:05,173.64
2028,2022-01-06-09:00,173.5599
2029,2022-01-06-08:55,173.41
2030,2022-01-06-08:50,173.2
2031,2022-01-06-08:45,173.35
2032,2022-01-06-08:40,173.4
2033,2022-01-06-08:35,173.34
2034,2022-01-06-08:30,173.58
2035,2022-01-06-08:25,173.36
2036,2022-01-06-08:20,173.6102
2037,2022-01-06-08:15,173.31
2038,2022-01-06-08:10,173.261
2039,2022-01-06-08:05,173.19
2040,2022-01-06-08:00,173.13
2041,2022-01-06-07:55,173.13
2042,2022-01-06-07:50,172.95
2043,2022-01-06-07:45,173.07
2044,2022-01-06-07:40,173.35
2045,2022-01-06-07:35,173.2
2046,2022-01-06-07:30,173.15
2047,2022-01-06-07:25,173.3
2048,2022-01-06-07:20,173.56
2049,2022-01-06-07:15,173.69
2050,2022-01-06-07:10,173.73
2051,2022-01-06-07:05,173.67
2052,2022-01-06-07:00,173.55
2053,2022-01-06-06:55,173.38
2054,2022-01-06-06:50,173.19
2055,2022-01-06-06:45,173.59
2056,2022-01-06-06:40,173.56
2057,2022-01-06-06:35,173.72
2058,2022-01-06-06:30,173.51
2059,2022-01-06-06:25,173.52
2060,2022-01-06-06:20,173.69
2061,2022-01-06-06:15,173.83
2062,2022-01-06-06:10,174.06
2063,2022-01-06-06:05,174.18
2064,2022-01-06-06:00,173.89
2065,2022-01-06-05:55,173.9
2066,2022-01-06-05:50,174.1
2067,2022-01-06-05:45,174.09
2068,2022-01-06-05:40,174.53
2069,2022-01-06-05:35,174.6
2070,2022-01-06-05:30,174.47
2071,2022-01-06-05:25,174.55
2072,2022-01-06-05:20,174.18
2073,2022-01-06-05:15,174.32
2074,2022-01-06-05:10,174.38
2075,2022-01-06-05:05,174.1
2076,2022-01-06-05:00,174.0
2077,2022-01-06-04:55,174.0
2078,2022-01-06-04:50,173.83
2079,2022-01-06-04:45,173.9
2080,2022-01-06-04:40,173.92
2081,2022-01-06-04:35,173.88
2082,2022-01-06-04:30,173.99
2083,2022-01-06-04:25,174.2
2084,2022-01-06-04:20,174.21
2085,2022-01-06-04:15,173.95
2086,2022-01-06-04:10,173.93
2087,2022-01-06-04:05,174.08
2088,2022-01-05-20:00,175.07
2089,2022-01-05-19:55,175.0
2090,2022-01-05-19:50,174.84
2091,2022-01-05-19:45,174.85
2092,2022-01-05-19:40,174.85
2093,2022-01-05-19:35,175.29
2094,2022-01-05-19:30,175.2
2095,2022-01-05-19:25,175.14
2096,2022-01-05-19:20,175.17
2097,2022-01-05-19:15,175.21
2098,2022-01-05-19:10,175.14
2099,2022-01-05-19:05,175.12
2100,2022-01-05-19:00,175.06
2101,2022-01-05-18:55,174.93
2102,2022-01-05-18:50,174.88
2103,2022-01-05-18:45,174.85
2104,2022-01-05-18:40,174.84
2105,2022-01-05-18:35,174.86
2106,2022-01-05-18:30,174.72
2107,2022-01-05-18:25,174.56
2108,2022-01-05-18:20,174.35
2109,2022-01-05-18:15,174.25
2110,2022-01-05-18:10,174.12
2111,2022-01-05-18:05,174.6
2112,2022-01-05-18:00,174.7
2113,2022-01-05-17:55,174.69
2114,2022-01-05-17:50,174.62
2115,2022-01-05-17:45,174.61
2116,2022-01-05-17:40,174.63
2117,2022-01-05-17:35,174.66
2118,2022-01-05-17:30,174.7
2119,2022-01-05-17:25,174.75
2120,2022-01-05-17:20,174.7
2121,2022-01-05-17:15,174.55
2122,2022-01-05-17:10,174.65
2123,2022-01-05-17:05,174.43
2124,2022-01-05-17:00,174.43
2125,2022-01-05-16:55,174.46
2126,2022-01-05-16:50,174.61
2127,2022-01-05-16:45,174.67
2128,2022-01-05-16:40,174.8
2129,2022-01-05-16:35,174.92
2130,2022-01-05-16:30,174.85
2131,2022-01-05-16:25,174.95
2132,2022-01-05-16:20,175.06
2133,2022-01-05-16:15,175.03
2134,2022-01-05-16:10,175.03
2135,2022-01-05-16:05,174.78
2136,2022-01-05-16:00,174.835
2137,2022-01-05-15:55,175.53
2138,2022-01-05-15:50,176.05
2139,2022-01-05-15:45,176.36
2140,2022-01-05-15:40,176.6596
2141,2022-01-05-15:35,176.5218
2142,2022-01-05-15:30,176.3403
2143,2022-01-05-15:25,176.34
2144,2022-01-05-15:20,176.1587
2145,2022-01-05-15:15,176.2974
2146,2022-01-05-15:10,175.75
2147,2022-01-05-15:05,175.975
2148,2022-01-05-15:00,176.505
2149,2022-01-05-14:55,176.6299
2150,2022-01-05-14:50,176.56
2151,2022-01-05-14:45,176.3599
2152,2022-01-05-14:40,176.85
2153,2022-01-05-14:35,177.02
2154,2022-01-05-14:30,177.09
2155,2022-01-05-14:25,177.11
2156,2022-01-05-14:20,177.2
2157,2022-01-05-14:15,177.3584
2158,2022-01-05-14:10,177.69
2159,2022-01-05-14:05,177.7512
2160,2022-01-05-14:00,178.04
2161,2022-01-05-13:55,178.2
2162,2022-01-05-13:50,178.2138
2163,2022-01-05-13:45,178.325
2164,2022-01-05-13:40,178.44
2165,2022-01-05-13:35,178.3712
2166,2022-01-05-13:30,178.27
2167,2022-01-05-13:25,178.275
2168,2022-01-05-13:20,178.2153
2169,2022-01-05-13:15,178.095
2170,2022-01-05-13:10,177.83
2171,2022-01-05-13:05,178.21
2172,2022-01-05-13:00,178.3472
2173,2022-01-05-12:55,178.73
2174,2022-01-05-12:50,178.62
2175,2022-01-05-12:45,178.55
2176,2022-01-05-12:40,178.5698
2177,2022-01-05-12:35,178.9
2178,2022-01-05-12:30,179.13
2179,2022-01-05-12:25,179.005
2180,2022-01-05-12:20,179.0502
2181,2022-01-05-12:15,178.97
2182,2022-01-05-12:10,178.77
2183,2022-01-05-12:05,179.0162
2184,2022-01-05-12:00,178.81
2185,2022-01-05-11:55,178.88
2186,2022-01-05-11:50,178.765
2187,2022-01-05-11:45,178.63
2188,2022-01-05-11:40,178.98
2189,2022-01-05-11:35,179.08
2190,2022-01-05-11:30,179.305
2191,2022-01-05-11:25,179.1
2192,2022-01-05-11:20,179.02
2193,2022-01-05-11:15,178.86
2194,2022-01-05-11:10,178.6499
2195,2022-01-05-11:05,178.59
2196,2022-01-05-11:00,178.725
2197,2022-01-05-10:55,178.5595
2198,2022-01-05-10:50,178.3956
2199,2022-01-05-10:45,178.43
2200,2022-01-05-10:40,178.3401
2201,2022-01-05-10:35,178.5474
2202,2022-01-05-10:30,178.93
2203,2022-01-05-10:25,178.5798
2204,2022-01-05-10:20,178.315
2205,2022-01-05-10:15,178.44
2206,2022-01-05-10:10,178.96
2207,2022-01-05-10:05,179.2
2208,2022-01-05-10:00,179.29
2209,2022-01-05-09:55,179.17
2210,2022-01-05-09:50,178.3532
2211,2022-01-05-09:45,178.8936
2212,2022-01-05-09:40,178.79
2213,2022-01-05-09:35,178.7146
2214,2022-01-05-09:30,179.62
2215,2022-01-05-09:25,179.37
2216,2022-01-05-09:20,179.42
2217,2022-01-05-09:15,179.41
2218,2022-01-05-09:10,179.15
2219,2022-01-05-09:05,179.29
2220,2022-01-05-09:00,179.35
2221,2022-01-05-08:55,179.24
2222,2022-01-05-08:50,179.0
2223,2022-01-05-08:45,179.19
2224,2022-01-05-08:40,179.21
2225,2022-01-05-08:35,179.25
2226,2022-01-05-08:30,179.14
2227,2022-01-05-08:25,179.0699
2228,2022-01-05-08:20,179.14
2229,2022-01-05-08:15,178.9
2230,2022-01-05-08:10,179.22
2231,2022-01-05-08:05,179.23
2232,2022-01-05-08:00,179.26
2233,2022-01-05-07:55,179.18
2234,2022-01-05-07:50,179.16
2235,2022-01-05-07:45,179.37
2236,2022-01-05-07:40,179.36
2237,2022-01-05-07:35,179.37
2238,2022-01-05-07:30,179.25
2239,2022-01-05-07:25,179.3
2240,2022-01-05-07:20,179.53
2241,2022-01-05-07:15,179.55
2242,2022-01-05-07:10,179.55
2243,2022-01-05-07:05,179.56
2244,2022-01-05-06:55,179.4
2245,2022-01-05-06:50,179.41
2246,2022-01-05-06:45,179.34
2247,2022-01-05-06:40,179.36
2248,2022-01-05-06:35,179.44
2249,2022-01-05-06:30,179.4
2250,2022-01-05-06:25,179.58
2251,2022-01-05-06:20,179.54
2252,2022-01-05-06:15,179.49
2253,2022-01-05-06:10,179.41
2254,2022-01-05-06:05,179.6
2255,2022-01-05-05:55,179.6
2256,2022-01-05-05:50,179.6
2257,2022-01-05-05:45,179.66
2258,2022-01-05-05:40,179.81
2259,2022-01-05-05:35,179.9
2260,2022-01-05-05:30,179.85
2261,2022-01-05-05:25,179.84
2262,2022-01-05-05:15,179.78
2263,2022-01-05-05:10,179.84
2264,2022-01-05-05:05,179.85
2265,2022-01-05-05:00,179.64
2266,2022-01-05-04:55,179.57
2267,2022-01-05-04:50,179.59
2268,2022-01-05-04:45,179.62
2269,2022-01-05-04:40,179.69
2270,2022-01-05-04:35,179.7
2271,2022-01-05-04:30,179.71
2272,2022-01-05-04:25,179.68
2273,2022-01-05-04:20,179.79
2274,2022-01-05-04:15,179.54
2275,2022-01-05-04:10,179.5
2276,2022-01-05-04:05,179.42
2277,2022-01-04-20:00,179.33
2278,2022-01-04-19:55,179.3
2279,2022-01-04-19:50,179.29
2280,2022-01-04-19:45,179.29
2281,2022-01-04-19:40,179.25
2282,2022-01-04-19:35,179.32
2283,2022-01-04-19:30,179.33
2284,2022-01-04-19:25,179.32
2285,2022-01-04-19:20,179.31
2286,2022-01-04-19:15,179.35
2287,2022-01-04-19:10,179.35
2288,2022-01-04-19:05,179.33
2289,2022-01-04-19:00,179.35
2290,2022-01-04-18:55,179.34
2291,2022-01-04-18:50,179.41
2292,2022-01-04-18:45,179.35
2293,2022-01-04-18:40,179.43
2294,2022-01-04-18:35,179.42
2295,2022-01-04-18:30,179.39
2296,2022-01-04-18:25,179.38
2297,2022-01-04-18:20,179.43
2298,2022-01-04-18:15,179.47
2299,2022-01-04-18:10,179.53
2300,2022-01-04-18:05,179.52
2301,2022-01-04-18:00,179.47
2302,2022-01-04-17:55,179.5
2303,2022-01-04-17:50,179.4801
2304,2022-01-04-17:45,179.51
2305,2022-01-04-17:40,179.5
2306,2022-01-04-17:35,179.5
2307,2022-01-04-17:30,179.5
2308,2022-01-04-17:25,179.52
2309,2022-01-04-17:20,179.47
2310,2022-01-04-17:15,179.49
2311,2022-01-04-17:10,179.49
2312,2022-01-04-17:05,179.45
2313,2022-01-04-17:00,179.47
2314,2022-01-04-16:55,179.47
2315,2022-01-04-16:50,179.45
2316,2022-01-04-16:45,179.48
2317,2022-01-04-16:40,179.45
2318,2022-01-04-16:35,179.45
2319,2022-01-04-16:30,179.48
2320,2022-01-04-16:25,179.48
2321,2022-01-04-16:20,179.5
2322,2022-01-04-16:15,179.48
2323,2022-01-04-16:10,179.65
2324,2022-01-04-16:05,179.64
2325,2022-01-04-16:00,179.69
2326,2022-01-04-15:55,179.99
2327,2022-01-04-15:50,180.42
2328,2022-01-04-15:45,180.05
2329,2022-01-04-15:40,180.07
2330,2022-01-04-15:35,180.06
2331,2022-01-04-15:30,180.11
2332,2022-01-04-15:25,180.11
2333,2022-01-04-15:20,180.12
2334,2022-01-04-15:15,180.325
2335,2022-01-04-15:10,180.2
2336,2022-01-04-15:05,180.135
2337,2022-01-04-15:00,180.0
2338,2022-01-04-14:55,179.975
2339,2022-01-04-14:50,179.925
2340,2022-01-04-14:45,179.86
2341,2022-01-04-14:40,179.66
2342,2022-01-04-14:35,179.9
2343,2022-01-04-14:30,179.497
2344,2022-01-04-14:25,179.33
2345,2022-01-04-14:20,179.535
2346,2022-01-04-14:15,179.61
2347,2022-01-04-14:10,179.505
2348,2022-01-04-14:05,179.651
2349,2022-01-04-14:00,179.4516
2350,2022-01-04-13:55,179.62
2351,2022-01-04-13:50,179.665
2352,2022-01-04-13:45,179.525
2353,2022-01-04-13:40,179.4023
2354,2022-01-04-13:35,179.3599
2355,2022-01-04-13:30,179.5
2356,2022-01-04-13:25,179.71
2357,2022-01-04-13:20,179.4216
2358,2022-01-04-13:15,179.57
2359,2022-01-04-13:10,179.69
2360,2022-01-04-13:05,179.512
2361,2022-01-04-13:00,179.325
2362,2022-01-04-12:55,179.4
2363,2022-01-04-12:50,179.5
2364,2022-01-04-12:45,179.6001
2365,2022-01-04-12:40,179.7669
2366,2022-01-04-12:35,179.85
2367,2022-01-04-12:30,180.03
2368,2022-01-04-12:25,180.24
2369,2022-01-04-12:20,180.13
2370,2022-01-04-12:15,179.93
2371,2022-01-04-12:10,179.6162
2372,2022-01-04-12:05,179.4566
2373,2022-01-04-12:00,179.815
2374,2022-01-04-11:55,179.825
2375,2022-01-04-11:50,180.02
2376,2022-01-04-11:45,179.955
2377,2022-01-04-11:40,180.16
2378,2022-01-04-11:35,179.9589
2379,2022-01-04-11:30,179.94
2380,2022-01-04-11:25,179.86
2381,2022-01-04-11:20,180.41
2382,2022-01-04-11:15,180.52
2383,2022-01-04-11:10,179.96
2384,2022-01-04-11:05,179.67
2385,2022-01-04-11:00,181.01
2386,2022-01-04-10:55,181.96
2387,2022-01-04-10:50,182.14
2388,2022-01-04-10:45,181.88
2389,2022-01-04-10:40,181.84
2390,2022-01-04-10:35,182.5
2391,2022-01-04-10:30,182.4
2392,2022-01-04-10:25,181.945
2393,2022-01-04-10:20,181.76
2394,2022-01-04-10:15,181.88
2395,2022-01-04-10:10,181.96
2396,2022-01-04-10:05,181.7801
2397,2022-01-04-10:00,182.27
2398,2022-01-04-09:55,182.42
2399,2022-01-04-09:50,182.35
2400,2022-01-04-09:45,182.14
2401,2022-01-04-09:40,182.3893
2402,2022-01-04-09:35,181.96
2403,2022-01-04-09:30,182.63
2404,2022-01-04-09:25,182.74
2405,2022-01-04-09:20,182.66
2406,2022-01-04-09:15,182.68
2407,2022-01-04-09:10,182.71
2408,2022-01-04-09:05,182.71
2409,2022-01-04-09:00,182.77
2410,2022-01-04-08:55,182.79
2411,2022-01-04-08:50,182.6
2412,2022-01-04-08:45,182.79
2413,2022-01-04-08:40,182.71
2414,2022-01-04-08:35,182.74
2415,2022-01-04-08:30,182.81
2416,2022-01-04-08:25,182.86
2417,2022-01-04-08:20,182.8
2418,2022-01-04-08:15,182.75
2419,2022-01-04-08:10,182.78
2420,2022-01-04-08:05,182.71
2421,2022-01-04-08:00,182.75
2422,2022-01-04-07:55,182.55
2423,2022-01-04-07:50,182.63
2424,2022-01-04-07:45,182.7
2425,2022-01-04-07:40,182.59
2426,2022-01-04-07:35,182.64
2427,2022-01-04-07:30,182.44
2428,2022-01-04-07:25,182.68
2429,2022-01-04-07:20,182.86
2430,2022-01-04-07:15,182.94
2431,2022-01-04-07:10,182.95
2432,2022-01-04-07:05,183.02
2433,2022-01-04-07:00,183.08
2434,2022-01-04-06:55,183.2
2435,2022-01-04-06:50,183.17
2436,2022-01-04-06:45,183.1
2437,2022-01-04-06:40,183.22
2438,2022-01-04-06:35,183.07
2439,2022-01-04-06:30,183.02
2440,2022-01-04-06:25,183.36
2441,2022-01-04-06:20,183.34
2442,2022-01-04-06:15,183.36
2443,2022-01-04-06:10,183.31
2444,2022-01-04-06:05,183.35
2445,2022-01-04-06:00,183.28
2446,2022-01-04-05:55,183.2
2447,2022-01-04-05:50,183.24
2448,2022-01-04-05:45,183.33
2449,2022-01-04-05:40,183.28
2450,2022-01-04-05:35,183.27
2451,2022-01-04-05:30,183.3
2452,2022-01-04-05:25,183.22
2453,2022-01-04-05:20,183.21
2454,2022-01-04-05:15,182.93
2455,2022-01-04-05:10,182.85
2456,2022-01-04-05:05,182.96
2457,2022-01-04-05:00,182.87
2458,2022-01-04-04:55,182.78
2459,2022-01-04-04:50,182.75
2460,2022-01-04-04:45,182.87
2461,2022-01-04-04:40,182.59
2462,2022-01-04-04:35,182.53
2463,2022-01-04-04:30,182.57
2464,2022-01-04-04:25,182.61
2465,2022-01-04-04:20,182.5
2466,2022-01-04-04:15,182.41
2467,2022-01-04-04:10,182.3
2468,2022-01-04-04:05,182.34
2469,2022-01-03-20:00,181.99
2470,2022-01-03-19:55,182.0
2471,2022-01-03-19:50,182.0
2472,2022-01-03-19:45,181.9399
2473,2022-01-03-19:40,181.9
2474,2022-01-03-19:35,181.81
2475,2022-01-03-19:30,181.75
2476,2022-01-03-19:25,181.93
2477,2022-01-03-19:20,181.88
2478,2022-01-03-19:15,181.9599
2479,2022-01-03-19:10,181.82
2480,2022-01-03-19:05,181.82
2481,2022-01-03-19:00,181.91
2482,2022-01-03-18:55,182.0
2483,2022-01-03-18:50,182.01
2484,2022-01-03-18:45,182.03
2485,2022-01-03-18:40,182.0
2486,2022-01-03-18:35,182.06
2487,2022-01-03-18:30,182.15
2488,2022-01-03-18:25,182.18
2489,2022-01-03-18:20,182.11
2490,2022-01-03-18:15,182.08
2491,2022-01-03-18:10,182.12
2492,2022-01-03-18:05,182.05
2493,2022-01-03-18:00,182.11
2494,2022-01-03-17:55,182.11
2495,2022-01-03-17:50,182.15
2496,2022-01-03-17:45,182.13
2497,2022-01-03-17:40,182.07
2498,2022-01-03-17:35,182.03
2499,2022-01-03-17:30,182.01
2500,2022-01-03-17:25,182.02
2501,2022-01-03-17:20,182.05
2502,2022-01-03-17:15,182.05
2503,2022-01-03-17:10,182.04
2504,2022-01-03-17:05,182.06
2505,2022-01-03-17:00,182.14
2506,2022-01-03-16:55,182.19
2507,2022-01-03-16:50,182.24
2508,2022-01-03-16:45,182.23
2509,2022-01-03-16:40,182.25
2510,2022-01-03-16:35,182.27
2511,2022-01-03-16:30,182.26
